"country"	"year"	"continent"	"population"	"life_exp"	"gdp_per_cap"	"gini"
"Madagascar"	1880	"africa"	2530000	30.9	767	38.8
"Malawi"	1880	"africa"	751000	30.5	354	42.9
"Malaysia"	1880	"asia"	1140000	30.6	1160	33.2
"Maldives"	1880	"asia"	58200	32.3	840	41.3
"Mali"	1880	"africa"	2450000	27	617	49.2
"Malta"	1880	"europe"	198000	32.4	1360	28
"Mauritania"	1880	"africa"	491000	32.3	707	40.3
"Mauritius"	1880	"africa"	354000	34	1260	38.6
"Mexico"	1880	"americas"	10500000	26.9	1520	42.9
"Micronesia, Fed. Sts."	1880	"asia"	22200	26.6	544	42.4
"Moldova"	1880	"europe"	1230000	33	862	37.8
"Mongolia"	1880	"asia"	679000	31.8	657	32
"Montenegro"	1880	"europe"	214000	35.5	1740	30.2
"Morocco"	1880	"africa"	4060000	33.3	796	40.8
"Mozambique"	1880	"africa"	3450000	30.9	409	49.7
"Myanmar"	1880	"asia"	5680000	30.6	944	34.3
"Namibia"	1880	"africa"	231000	32.8	1330	45.3
"Nepal"	1880	"asia"	5000000	33.3	710	25.8
"Netherlands"	1880	"europe"	4030000	40.4	5500	45.8
"New Zealand"	1880	"asia"	505000	38.5	6240	38.2
"Nicaragua"	1880	"americas"	450000	25.6	1840	39.4
"Niger"	1880	"africa"	1730000	31.4	598	34.9
"Nigeria"	1880	"africa"	15700000	31.5	1160	38.7
"North Korea"	1880	"asia"	4800000	26.3	533	37
"Norway"	1880	"europe"	1880000	51.9	2830	34.1
"Oman"	1880	"asia"	383000	32.3	1220	40
"Pakistan"	1880	"asia"	17000000	26.5	1050	35.5
"Palestine"	1880	"asia"	225000	32.5	1270	34
"Panama"	1880	"americas"	202000	33	1670	43.4
"Papua New Guinea"	1880	"asia"	1090000	32	671	45
"Paraguay"	1880	"americas"	405000	35.7	1770	40.8
"Peru"	1880	"americas"	2970000	35.3	1410	44.2
"Philippines"	1880	"asia"	5010000	31	1060	39.9
"Poland"	1880	"europe"	19700000	35.9	1850	29.3
"Portugal"	1880	"europe"	4640000	35.6	1750	48.3
"Qatar"	1880	"asia"	14700	30.8	1650	40
"Romania"	1880	"europe"	9740000	35.7	1880	35.2
"Russia"	1880	"europe"	54000000	30.2	2160	45.6
"Rwanda"	1880	"africa"	1370000	32	477	38.9
"Samoa"	1880	"asia"	38100	25.9	1720	42.1
"Sao Tome and Principe"	1880	"africa"	35700	31.1	986	32.1
"Saudi Arabia"	1880	"asia"	2410000	32.8	935	40
"Senegal"	1880	"africa"	1530000	25.7	666	50.2
"Serbia"	1880	"europe"	3640000	35.6	2240	32.6
"Seychelles"	1880	"africa"	15400	39.6	1090	41.3
"Sierra Leone"	1880	"africa"	1230000	25.9	983	41.2
"Singapore"	1880	"asia"	116000	34	1510	47
"Slovak Republic"	1880	"europe"	2660000	36.4	2250	38.7
"Slovenia"	1880	"europe"	797000	36.5	2320	33.3
"Solomon Islands"	1880	"asia"	69300	25.1	450	46.1
"Somalia"	1880	"africa"	1460000	30	749	43.6
"South Africa"	1880	"africa"	3140000	33.8	3400	35.2
"South Korea"	1880	"asia"	9810000	25.8	531	32
"South Sudan"	1880	"africa"	1600000	27.7	680	45
"Spain"	1880	"europe"	16900000	29.5	2510	27.7
"Sri Lanka"	1880	"asia"	3030000	32.6	1370	37.2
"St. Lucia"	1880	"americas"	37700	28.1	1070	42.6
"St. Vincent and the Grenadines"	1880	"americas"	39700	26	1260	40
"Sudan"	1880	"africa"	4830000	31.4	694	33.9
"Suriname"	1880	"americas"	126000	33	2460	45.6
"Swaziland"	1880	"africa"	86900	32.5	656	60.5
"Sweden"	1880	"europe"	4500000	47.6	2470	39.5
"Switzerland"	1880	"europe"	2820000	42.4	6140	39.9
"Syria"	1880	"asia"	1670000	31.4	1260	37.8
"Tajikistan"	1880	"asia"	806000	23.1	786	33.3
"Tanzania"	1880	"africa"	3720000	32.6	662	27.9
"Thailand"	1880	"asia"	6270000	30.6	1140	34.5
"Timor-Leste"	1880	"asia"	266000	29.3	610	35.9
"Togo"	1880	"africa"	754000	31.7	914	43.6
"Tonga"	1880	"asia"	19300	28.2	814	37.7
"Trinidad and Tobago"	1880	"americas"	163000	38.8	1710	45.5
"Tunisia"	1880	"africa"	1320000	29.2	957	54.6
"Turkey"	1880	"europe"	12500000	35.3	1530	52.5
"Turkmenistan"	1880	"asia"	637000	21.4	1420	30.1
"Uganda"	1880	"africa"	2560000	25.4	621	43.6
"Ukraine"	1880	"europe"	19500000	36.5	1150	32.3
"United Arab Emirates"	1880	"asia"	42700	30.9	1500	40
"United Kingdom"	1880	"europe"	30800000	43.8	6550	43.2
"United States"	1880	"americas"	51400000	39.4	5290	44.3
"Uruguay"	1880	"americas"	481000	32.9	5440	56.2
"Uzbekistan"	1880	"asia"	3310000	25.9	606	30.8
"Vanuatu"	1880	"asia"	35600	24.5	720	37.6
"Venezuela"	1880	"americas"	2020000	32.3	1140	62.8
"Vietnam"	1880	"asia"	11500000	31.7	909	34.2
"Yemen"	1880	"asia"	2960000	23.4	1100	36.7
"Zambia"	1880	"africa"	743000	33	805	54.5
"Zimbabwe"	1880	"africa"	1660000	33.9	957	27.5
"Afghanistan"	1881	"asia"	4450000	28.1	744	42.7
"Albania"	1881	"europe"	679000	35.4	882	32.6
"Algeria"	1881	"africa"	4180000	29.3	1420	37.7
"Angola"	1881	"africa"	2550000	27.9	881	37.1
"Antigua and Barbuda"	1881	"americas"	35300	33.6	1140	40
"Argentina"	1881	"americas"	2570000	32.9	3050	48.8
"Armenia"	1881	"europe"	720000	33	652	49.3
"Australia"	1881	"asia"	2320000	39.9	7400	40.5
"Austria"	1881	"europe"	4990000	35	4060	22.9
"Azerbaijan"	1881	"europe"	1540000	28.2	1090	67.2
"Bahamas"	1881	"americas"	43800	35.1	2190	40
"Bahrain"	1881	"asia"	68500	30.4	2180	40
"Bangladesh"	1881	"asia"	26200000	24.1	905	29.8
"Barbados"	1881	"americas"	172000	32.3	1380	40
"Belarus"	1881	"europe"	4130000	36.1	876	48.1
"Belgium"	1881	"europe"	5620000	44.4	5700	33.9
"Belize"	1881	"americas"	27400	26.5	875	60.3
"Benin"	1881	"africa"	1150000	31.4	803	37
"Bhutan"	1881	"asia"	123000	29.8	712	40.9
"Bolivia"	1881	"americas"	1640000	33.4	1520	39.2
"Bosnia and Herzegovina"	1881	"europe"	1450000	35.1	918	30
"Botswana"	1881	"africa"	122000	33.7	535	47
"Brazil"	1881	"americas"	12100000	32.1	1470	30
"Brunei"	1881	"asia"	8500	29.1	1860	40
"Bulgaria"	1881	"europe"	3040000	39.4	1650	40.3
"Burkina Faso"	1881	"africa"	2590000	29.6	515	38.1
"Burundi"	1881	"africa"	1400000	31.6	451	35.1
"Cambodia"	1881	"asia"	2530000	35.3	992	42
"Cameroon"	1881	"africa"	2190000	29.1	843	27
"Canada"	1881	"americas"	4420000	44.7	3390	42.2
"Cape Verde"	1881	"africa"	96000	34.2	688	52.5
"Central African Republic"	1881	"africa"	644000	30.5	571	57.6
"Chad"	1881	"africa"	1460000	31.6	563	33.4
"Chile"	1881	"americas"	2320000	32.1	2660	58.7
"China"	1881	"asia"	370000000	31.9	1010	29.4
"Colombia"	1881	"americas"	2930000	32.3	1130	50.4
"Comoros"	1881	"africa"	91600	32.4	756	34.1
"Congo, Dem. Rep."	1881	"africa"	7710000	32.1	677	40.4
"Congo, Rep."	1881	"africa"	494000	32.4	723	47.9
"Costa Rica"	1881	"americas"	177000	30.3	1540	42.1
"Cote d Ivoire"	1881	"africa"	1640000	31.7	1120	40.3
"Croatia"	1881	"europe"	2100000	36.1	2250	24.8
"Cuba"	1881	"americas"	1570000	38	2210	40
"Cyprus"	1881	"europe"	190000	38.4	1760	30.1
"Czech Republic"	1881	"europe"	6900000	35	3060	31.4
"Denmark"	1881	"europe"	2100000	48.4	3910	30.3
"Djibouti"	1881	"africa"	36400	30.6	972	36.5
"Dominican Republic"	1881	"americas"	325000	30.3	931	39.9
"Ecuador"	1881	"americas"	1170000	33.2	783	41.9
"Egypt"	1881	"africa"	7960000	33	987	22.8
"El Salvador"	1881	"americas"	580000	28.8	1630	41.2
"Equatorial Guinea"	1881	"africa"	98600	30.2	396	40
"Eritrea"	1881	"africa"	459000	30.6	623	40
"Estonia"	1881	"europe"	585000	40.3	1420	39.2
"Ethiopia"	1881	"africa"	6920000	26.1	535	47.7
"Fiji"	1881	"asia"	126000	26.3	968	35.3
"Finland"	1881	"europe"	2080000	37.6	1850	39.9
"France"	1881	"europe"	39200000	43.6	3780	65.5
"Gabon"	1881	"africa"	265000	31	395	46.3
"Gambia"	1881	"africa"	163000	30.2	854	39.6
"Georgia"	1881	"europe"	1870000	30.9	727	26.9
"Germany"	1881	"europe"	44100000	39	3110	43
"Ghana"	1881	"africa"	1690000	28.4	754	37.5
"Greece"	1881	"europe"	4090000	37.1	2310	42.8
"Grenada"	1881	"americas"	43300	37.5	1240	40
"Guatemala"	1881	"americas"	1190000	25.7	1410	37.4
"Guinea"	1881	"africa"	1680000	31.1	511	34.4
"Guinea-Bissau"	1881	"africa"	332000	31.7	819	49.5
"Guyana"	1881	"americas"	252000	31.2	1840	39.5
"Haiti"	1881	"americas"	1290000	28.9	1180	47.5
"Honduras"	1881	"americas"	448000	34.2	1470	58.5
"Hungary"	1881	"europe"	6290000	36	2180	32.4
"Iceland"	1881	"europe"	91100	35.8	2040	25.8
"India"	1881	"asia"	224000000	25.4	1090	35
"Indonesia"	1881	"asia"	30500000	30.1	1140	30.7
"Iran"	1881	"asia"	8930000	25.9	1160	44.8
"Iraq"	1881	"asia"	1800000	31.3	1300	31.8
"Ireland"	1881	"europe"	3620000	44.1	3310	30.9
"Israel"	1881	"asia"	284000	31.9	945	34.7
"Italy"	1881	"europe"	29800000	34.2	2930	50.4
"Jamaica"	1881	"americas"	571000	34.2	934	41.3
"Japan"	1881	"asia"	37200000	37.1	1340	41.1
"Jordan"	1881	"asia"	289000	31.8	1310	36.9
"Kazakhstan"	1881	"asia"	3560000	25.4	1730	35.3
"Kenya"	1881	"africa"	2610000	25.8	1100	46.1
"Kiribati"	1881	"asia"	23900	25.1	592	37
"Kuwait"	1881	"asia"	85800	26.2	1670	40
"Kyrgyz Republic"	1881	"asia"	926000	23.1	870	33.4
"Lao"	1881	"asia"	881000	31.6	1000	32.6
"Latvia"	1881	"europe"	1030000	40	1140	38.5
"Lebanon"	1881	"asia"	498000	29.7	1730	33.6
"Lesotho"	1881	"africa"	437000	33.3	411	56
"Liberia"	1881	"africa"	522000	31.8	941	36.5
"Libya"	1881	"africa"	761000	33.8	2220	40
"Lithuania"	1881	"europe"	1370000	33.6	1930	38.2
"Luxembourg"	1881	"europe"	189000	37.9	3000	34
"Macedonia, FYR"	1881	"europe"	675000	36.2	1160	30
"Madagascar"	1881	"africa"	2550000	30.9	771	38.8
"Malawi"	1881	"africa"	751000	30.5	354	42.7
"Malaysia"	1881	"asia"	1170000	30.6	1170	33.3
"Maldives"	1881	"asia"	58500	32.2	840	41.3
"Mali"	1881	"africa"	2480000	27.1	617	49.2
"Malta"	1881	"europe"	199000	32.9	1370	28
"Mauritania"	1881	"africa"	493000	32.4	710	40.3
"Mauritius"	1881	"africa"	356000	32.5	1270	38.6
"Mexico"	1881	"americas"	10600000	26.9	1550	42.6
"Micronesia, Fed. Sts."	1881	"asia"	22300	26.6	545	42.4
"Moldova"	1881	"europe"	1240000	33	867	37.2
"Mongolia"	1881	"asia"	681000	31.8	658	32
"Montenegro"	1881	"europe"	216000	35.5	1770	30.2
"Morocco"	1881	"africa"	4080000	33.3	797	40.1
"Mozambique"	1881	"africa"	3470000	31	409	49
"Myanmar"	1881	"asia"	5830000	30.6	954	33.7
"Namibia"	1881	"africa"	231000	32.8	1350	44.7
"Nepal"	1881	"asia"	5030000	33.4	715	25.8
"Netherlands"	1881	"europe"	4080000	42.9	5520	45.2
"New Zealand"	1881	"asia"	529000	39	6270	38.2
"Nicaragua"	1881	"americas"	455000	25.6	1860	39.4
"Niger"	1881	"africa"	1740000	31.5	601	34.9
"Nigeria"	1881	"africa"	15800000	31.6	1160	38.5
"North Korea"	1881	"asia"	4810000	26.4	533	37
"Norway"	1881	"europe"	1900000	50.5	2850	33.7
"Oman"	1881	"asia"	384000	32.3	1240	40
"Pakistan"	1881	"asia"	17100000	26.6	1050	35.1
"Palestine"	1881	"asia"	227000	32.5	1270	34
"Panama"	1881	"americas"	204000	33	1690	43.5
"Papua New Guinea"	1881	"asia"	1100000	32.1	674	44.5
"Paraguay"	1881	"americas"	407000	35.7	1800	40.8
"Peru"	1881	"americas"	3010000	35.3	1420	43.6
"Philippines"	1881	"asia"	5070000	31	1070	39.3
"Poland"	1881	"europe"	20000000	35.9	1880	28.9
"Portugal"	1881	"europe"	4670000	35.6	1790	47.7
"Qatar"	1881	"asia"	14800	30.8	1670	40
"Romania"	1881	"europe"	9790000	35.7	1900	34.7
"Russia"	1881	"europe"	54500000	32.1	2170	45.6
"Rwanda"	1881	"africa"	1380000	32	478	38.5
"Samoa"	1881	"asia"	37800	25.9	1730	42.1
"Sao Tome and Principe"	1881	"africa"	36000	31.2	988	32.1
"Saudi Arabia"	1881	"asia"	2410000	32.9	937	40
"Senegal"	1881	"africa"	1540000	25.8	669	50.2
"Serbia"	1881	"europe"	3670000	35.6	2270	32.5
"Seychelles"	1881	"africa"	15500	39.9	1090	41.3
"Sierra Leone"	1881	"africa"	1240000	26	988	41.2
"Singapore"	1881	"asia"	120000	34	1550	47
"Slovak Republic"	1881	"europe"	2670000	36.4	2280	38.2
"Slovenia"	1881	"europe"	804000	36.5	2360	33.2
"Solomon Islands"	1881	"asia"	69500	25.1	451	46.1
"Somalia"	1881	"africa"	1460000	30.1	750	42.9
"South Africa"	1881	"africa"	3200000	33.8	3250	35.2
"South Korea"	1881	"asia"	9810000	25.8	530	32
"South Sudan"	1881	"africa"	1620000	27.8	683	45
"Spain"	1881	"europe"	17000000	29.5	2560	27.6
"Sri Lanka"	1881	"asia"	3050000	32.6	1460	37.2
"St. Lucia"	1881	"americas"	38300	28.1	1070	42.6
"St. Vincent and the Grenadines"	1881	"americas"	40100	26	1270	40
"Sudan"	1881	"africa"	4830000	31.4	698	33.9
"Suriname"	1881	"americas"	127000	33	2480	45.6
"Swaziland"	1881	"africa"	86900	32.5	659	60.5
"Sweden"	1881	"europe"	4540000	48.5	2560	39.8
"Switzerland"	1881	"europe"	2840000	41.9	6220	39.2
"Syria"	1881	"asia"	1680000	31.4	1280	36.8
"Tajikistan"	1881	"asia"	813000	23.3	791	33
"Tanzania"	1881	"africa"	3730000	32.6	664	27.9
"Thailand"	1881	"asia"	6320000	30.6	1160	34.3
"Timor-Leste"	1881	"asia"	269000	29.3	611	35.9
"Togo"	1881	"africa"	761000	31.7	919	43.6
"Tonga"	1881	"asia"	19400	28.2	817	37.7
"Trinidad and Tobago"	1881	"americas"	167000	38.8	1720	45.5
"Tunisia"	1881	"africa"	1340000	29.2	961	53.7
"Turkey"	1881	"europe"	12600000	35.4	1600	52.5
"Turkmenistan"	1881	"asia"	643000	21.6	1430	29.5
"Uganda"	1881	"africa"	2570000	25.4	624	43.6
"Ukraine"	1881	"europe"	19700000	36.5	1160	32.5
"United Arab Emirates"	1881	"asia"	42900	30.9	1520	40
"United Kingdom"	1881	"europe"	31200000	46.1	6630	42.6
"United States"	1881	"americas"	52500000	40	5340	44.1
"Uruguay"	1881	"americas"	495000	32.9	5050	56.3
"Uzbekistan"	1881	"asia"	3340000	26.1	608	30.5
"Vanuatu"	1881	"asia"	35700	24.5	722	37.6
"Venezuela"	1881	"americas"	2050000	32.3	1170	62.8
"Vietnam"	1881	"asia"	11600000	31.7	917	34.2
"Yemen"	1881	"asia"	2970000	23.4	1100	36.5
"Zambia"	1881	"africa"	743000	33.1	807	54.5
"Zimbabwe"	1881	"africa"	1670000	33.9	958	27.5
"Afghanistan"	1882	"asia"	4480000	28.2	746	42.1
"Albania"	1882	"europe"	686000	35.4	895	31.9
"Algeria"	1882	"africa"	4220000	29.3	1440	37.1
"Angola"	1882	"africa"	2570000	28	885	36.7
"Antigua and Barbuda"	1882	"americas"	35400	33.6	1150	40
"Argentina"	1882	"americas"	2650000	32.8	3750	48.4
"Armenia"	1882	"europe"	727000	33.1	654	47.8
"Australia"	1882	"asia"	2400000	40.4	6750	40.1
"Austria"	1882	"europe"	5030000	35.2	4060	22.9
"Azerbaijan"	1882	"europe"	1560000	28.4	1100	66.9
"Bahamas"	1882	"americas"	44300	35.1	2200	40
"Bahrain"	1882	"asia"	68900	30.4	2200	40
"Bangladesh"	1882	"asia"	26400000	23.9	907	29.4
"Barbados"	1882	"americas"	173000	32.4	1390	40
"Belarus"	1882	"europe"	4170000	36.1	881	48.1
"Belgium"	1882	"europe"	5680000	45.5	5830	33.8
"Belize"	1882	"americas"	27700	26.5	881	60.3
"Benin"	1882	"africa"	1170000	31.4	807	36.9
"Bhutan"	1882	"asia"	124000	29.9	713	40.9
"Bolivia"	1882	"americas"	1640000	33.4	1540	39.2
"Bosnia and Herzegovina"	1882	"europe"	1460000	35.1	931	30
"Botswana"	1882	"africa"	122000	33.7	537	47
"Brazil"	1882	"americas"	12300000	32.1	1500	29.9
"Brunei"	1882	"asia"	8770	29.1	1870	40
"Bulgaria"	1882	"europe"	3080000	39.4	1670	39.7
"Burkina Faso"	1882	"africa"	2610000	29.7	516	38.1
"Burundi"	1882	"africa"	1410000	31.6	451	35.1
"Cambodia"	1882	"asia"	2540000	35.3	993	42
"Cameroon"	1882	"africa"	2200000	29.2	847	26.7
"Canada"	1882	"americas"	4480000	44.8	3510	42
"Cape Verde"	1882	"africa"	96800	34.2	691	52.5
"Central African Republic"	1882	"africa"	647000	30.5	574	57.6
"Chad"	1882	"africa"	1460000	31.6	566	33.3
"Chile"	1882	"americas"	2350000	32.1	2840	58.5
"China"	1882	"asia"	371000000	31.9	1000	28.9
"Colombia"	1882	"americas"	2990000	32.3	1130	49.6
"Comoros"	1882	"africa"	92300	32.4	756	34.1
"Congo, Dem. Rep."	1882	"africa"	7760000	32.1	680	40.4
"Congo, Rep."	1882	"africa"	498000	32.4	725	47.7
"Costa Rica"	1882	"americas"	181000	30.3	1550	42.1
"Cote d Ivoire"	1882	"africa"	1650000	31.8	1130	40.3
"Croatia"	1882	"europe"	2120000	36.1	2290	24.8
"Cuba"	1882	"americas"	1590000	39.1	2240	40
"Cyprus"	1882	"europe"	192000	38.4	1780	30.1
"Czech Republic"	1882	"europe"	6930000	35	3100	31
"Denmark"	1882	"europe"	2120000	46.8	4020	30
"Djibouti"	1882	"africa"	36700	30.7	975	36.5
"Dominican Republic"	1882	"americas"	333000	30.3	936	39.9
"Ecuador"	1882	"americas"	1180000	33.3	788	41.9
"Egypt"	1882	"africa"	8060000	33	1020	22.4
"El Salvador"	1882	"americas"	589000	28.8	1640	41.2
"Equatorial Guinea"	1882	"africa"	99000	30.2	396	40
"Eritrea"	1882	"africa"	465000	30.6	625	40
"Estonia"	1882	"europe"	590000	40.6	1430	38.4
"Ethiopia"	1882	"africa"	7020000	29.8	535	47.7
"Fiji"	1882	"asia"	126000	26.3	971	35.3
"Finland"	1882	"europe"	2110000	40.4	2000	39.2
"France"	1882	"europe"	39300000	43.2	3910	64.9
"Gabon"	1882	"africa"	267000	31	395	46.3
"Gambia"	1882	"africa"	164000	30.4	854	39.6
"Georgia"	1882	"europe"	1890000	31.1	731	26.9
"Germany"	1882	"europe"	44600000	39.1	3140	42.5
"Ghana"	1882	"africa"	1700000	28.4	755	36.8
"Greece"	1882	"europe"	4130000	37.3	2340	42
"Grenada"	1882	"americas"	44000	37.5	1250	40
"Guatemala"	1882	"americas"	1200000	25.7	1420	37.4
"Guinea"	1882	"africa"	1700000	31.2	513	34.4
"Guinea-Bissau"	1882	"africa"	334000	31.7	820	49.5
"Guyana"	1882	"americas"	253000	31.2	1850	39.5
"Haiti"	1882	"americas"	1310000	28.9	1190	47.5
"Honduras"	1882	"americas"	452000	34.3	1490	58.5
"Hungary"	1882	"europe"	6330000	36	2220	32.2
"Iceland"	1882	"europe"	91700	17.7	1820	25.8
"India"	1882	"asia"	225000000	25.3	1090	34.6
"Indonesia"	1882	"asia"	30800000	30.1	1100	30.7
"Iran"	1882	"asia"	8980000	25.9	1170	44.2
"Iraq"	1882	"asia"	1820000	31.4	1310	31.3
"Ireland"	1882	"europe"	3590000	44.4	3340	30.6
"Israel"	1882	"asia"	288000	31.9	950	34.7
"Italy"	1882	"europe"	30000000	34.3	2990	50.1
"Jamaica"	1882	"americas"	578000	40.1	937	41.3
"Japan"	1882	"asia"	37500000	37.2	1360	41.2
"Jordan"	1882	"asia"	291000	31.8	1320	36.9
"Kazakhstan"	1882	"asia"	3600000	25.7	1740	35.3
"Kenya"	1882	"africa"	2610000	25.8	1100	45.3
"Kiribati"	1882	"asia"	24100	25.1	592	37
"Kuwait"	1882	"asia"	86200	26.2	1700	40
"Kyrgyz Republic"	1882	"asia"	935000	23.3	878	33.1
"Lao"	1882	"asia"	894000	31.6	1000	32.6
"Latvia"	1882	"europe"	1040000	40.3	1150	37.9
"Lebanon"	1882	"asia"	501000	29.7	1740	33.3
"Lesotho"	1882	"africa"	440000	33.4	412	56
"Liberia"	1882	"africa"	526000	31.9	944	36.5
"Libya"	1882	"africa"	766000	33.8	2250	40
"Lithuania"	1882	"europe"	1380000	34	1940	37.5
"Luxembourg"	1882	"europe"	190000	38.4	3030	34
"Macedonia, FYR"	1882	"europe"	681000	36.2	1180	29.9
"Madagascar"	1882	"africa"	2560000	31	775	38.8
"Malawi"	1882	"africa"	752000	30.6	354	42.5
"Malaysia"	1882	"asia"	1220000	30.6	1170	33.4
"Maldives"	1882	"asia"	58800	32.2	840	41.3
"Mali"	1882	"africa"	2500000	27.1	617	49.2
"Malta"	1882	"europe"	201000	33.4	1380	28
"Mauritania"	1882	"africa"	495000	32.4	714	40.3
"Mauritius"	1882	"africa"	358000	27.9	1270	38.6
"Mexico"	1882	"americas"	10700000	26.9	1580	42.3
"Micronesia, Fed. Sts."	1882	"asia"	22400	26.6	545	42.4
"Moldova"	1882	"europe"	1260000	33	872	36.6
"Mongolia"	1882	"asia"	682000	31.7	659	32
"Montenegro"	1882	"europe"	218000	35.6	1800	30.2
"Morocco"	1882	"africa"	4110000	33.3	798	39.5
"Mozambique"	1882	"africa"	3500000	31.1	410	48.3
"Myanmar"	1882	"asia"	6000000	30.6	965	33.1
"Namibia"	1882	"africa"	231000	32.8	1370	44
"Nepal"	1882	"asia"	5060000	33.4	721	25.8
"Netherlands"	1882	"europe"	4120000	43.8	5590	44.5
"New Zealand"	1882	"asia"	548000	39.4	6070	38.2
"Nicaragua"	1882	"americas"	460000	25.7	1880	39.4
"Niger"	1882	"africa"	1750000	31.5	603	34.9
"Nigeria"	1882	"africa"	15800000	31.7	1170	38.2
"North Korea"	1882	"asia"	4830000	26.4	532	37
"Norway"	1882	"europe"	1910000	47.4	2860	33.2
"Oman"	1882	"asia"	386000	32.3	1240	40
"Pakistan"	1882	"asia"	17200000	26.8	1060	34.6
"Palestine"	1882	"asia"	230000	32.6	1270	34
"Panama"	1882	"americas"	207000	33.1	1710	43.6
"Papua New Guinea"	1882	"asia"	1100000	32.2	676	44
"Paraguay"	1882	"americas"	409000	35.8	1820	40.8
"Peru"	1882	"americas"	3050000	35.2	1420	43.1
"Philippines"	1882	"asia"	5140000	31	1070	38.6
"Poland"	1882	"europe"	20300000	35.9	1900	28.6
"Portugal"	1882	"europe"	4710000	35.6	1830	47
"Qatar"	1882	"asia"	14900	30.8	1700	40
"Romania"	1882	"europe"	9850000	35.7	1930	34.1
"Russia"	1882	"europe"	55000000	26.7	2190	45.6
"Rwanda"	1882	"africa"	1390000	32	478	38.1
"Samoa"	1882	"asia"	37500	26	1730	42.1
"Sao Tome and Principe"	1882	"africa"	36300	31.2	990	32.1
"Saudi Arabia"	1882	"asia"	2420000	33	939	40
"Senegal"	1882	"africa"	1550000	25.8	673	50.1
"Serbia"	1882	"europe"	3700000	35.6	2310	32.4
"Seychelles"	1882	"africa"	15500	40.1	1100	41.3
"Sierra Leone"	1882	"africa"	1250000	26.1	993	41.2
"Singapore"	1882	"asia"	123000	34	1590	47
"Slovak Republic"	1882	"europe"	2680000	36.4	2310	37.7
"Slovenia"	1882	"europe"	811000	36.5	2400	33.1
"Solomon Islands"	1882	"asia"	69600	25.1	453	46.1
"Somalia"	1882	"africa"	1470000	30.2	750	42.2
"South Africa"	1882	"africa"	3260000	33.8	3110	35.2
"South Korea"	1882	"asia"	9820000	25.8	530	32
"South Sudan"	1882	"africa"	1630000	27.9	686	45
"Spain"	1882	"europe"	17100000	29.5	2580	27.5
"Sri Lanka"	1882	"asia"	3080000	32.6	1540	37.2
"St. Lucia"	1882	"americas"	38800	28.1	1080	42.6
"St. Vincent and the Grenadines"	1882	"americas"	40300	26	1280	40
"Sudan"	1882	"africa"	4830000	31.4	701	33.9
"Suriname"	1882	"americas"	128000	33	2490	45.6
"Swaziland"	1882	"africa"	86900	32.6	662	60.5
"Sweden"	1882	"europe"	4570000	48.6	2470	40.1
"Switzerland"	1882	"europe"	2850000	43	6020	38.4
"Syria"	1882	"asia"	1690000	31.4	1290	35.7
"Tajikistan"	1882	"asia"	820000	23.5	795	32.7
"Tanzania"	1882	"africa"	3740000	32.7	666	27.9
"Thailand"	1882	"asia"	6370000	30.6	1170	34.2
"Timor-Leste"	1882	"asia"	272000	29.3	613	35.9
"Togo"	1882	"africa"	767000	31.7	923	43.6
"Tonga"	1882	"asia"	19400	28.2	820	37.7
"Trinidad and Tobago"	1882	"americas"	171000	38.8	1730	45.5
"Tunisia"	1882	"africa"	1350000	29.2	966	52.9
"Turkey"	1882	"europe"	12700000	35.4	1670	52.4
"Turkmenistan"	1882	"asia"	649000	21.7	1440	29
"Uganda"	1882	"africa"	2580000	25.4	627	43.6
"Ukraine"	1882	"europe"	19900000	36.5	1170	32.7
"United Arab Emirates"	1882	"asia"	43200	30.9	1540	40
"United Kingdom"	1882	"europe"	31500000	44.9	6690	42
"United States"	1882	"americas"	53700000	40.6	5550	43.8
"Uruguay"	1882	"americas"	514000	32.9	5440	56.5
"Uzbekistan"	1882	"asia"	3370000	26.4	609	30.2
"Vanuatu"	1882	"asia"	35800	24.6	725	37.6
"Venezuela"	1882	"americas"	2080000	32.3	1200	62.8
"Vietnam"	1882	"asia"	11700000	31.6	924	34.2
"Yemen"	1882	"asia"	2980000	23.4	1110	36.2
"Zambia"	1882	"africa"	743000	33.1	809	54.5
"Zimbabwe"	1882	"africa"	1680000	33.9	959	27.5
"Afghanistan"	1883	"asia"	4500000	28.2	749	41.4
"Albania"	1883	"europe"	692000	35.4	908	31.3
"Algeria"	1883	"africa"	4250000	29.4	1450	36.6
"Angola"	1883	"africa"	2590000	28.1	889	36.4
"Antigua and Barbuda"	1883	"americas"	35500	33.6	1160	40
"Argentina"	1883	"americas"	2730000	32.7	4080	48.1
"Armenia"	1883	"europe"	733000	33.3	657	46.4
"Australia"	1883	"asia"	2480000	41	7440	39.7
"Austria"	1883	"europe"	5080000	35.5	4200	22.9
"Azerbaijan"	1883	"europe"	1570000	28.6	1100	66.6
"Bahamas"	1883	"americas"	44700	35.1	2220	40
"Bahrain"	1883	"asia"	69300	30.4	2230	40
